위성명,NORAD_ID,통과시간(UTC),최대앙각(°),궤도고도(km)
H-2A DEB,53123,2022-08-04 06:02:00,34.0,585.3
TBA - TO BE ASSIGNED,87014,2022-08-04 15:31:00,34.0,1139.5
STARLINK-4092,52838,2022-08-04 07:24:00,33.9,466.4
STARLINK-4062,53261,2022-08-04 05:44:00,33.9,355.5
STARLINK-3985,52644,2022-08-04 08:57:00,33.9,429.6
STARLINK-3976,52673,2022-08-04 15:07:00,33.9,543.5
STARLINK-3968,52639,2022-08-04 22:20:00,33.9,425.3
CNCE5,52768,2022-08-04 16:32:00,33.9,523.3
STARLINK-4144,53257,2022-08-04 05:44:00,33.9,354.3
CNCE4,52767,2022-08-04 16:32:00,33.9,523.3
STARLINK-4147,53256,2022-08-04 05:45:00,33.8,355.6
STARLINK-4133,53253,2022-08-04 05:45:00,33.8,357.2
COSMOS 1408 DEB,52924,2022-08-04 10:29:00,33.7,647.7
VIGORIDE-3,52760,2022-08-04 17:33:00,33.7,527.3
PTD-3 (TYVAK-0125),52734,2022-08-04 16:32:00,33.7,527.2
STARLINK-4027,52601,2022-08-04 00:00:00,33.7,542.9
STARLINK-4142,53255,2022-08-04 05:45:00,33.6,357.4
TBA - TO BE ASSIGNED,82560,2022-08-04 23:42:00,33.6,949.8
TBA - TO BE ASSIGNED,82739,2022-08-04 09:48:00,33.6,1112.7
TBA - TO BE ASSIGNED,82199,2022-08-04 12:56:00,33.6,970.6
TBA - TO BE ASSIGNED,53333,2022-08-04 17:36:00,33.6,538.5
STARLINK-3868,52649,2022-08-04 22:18:00,33.5,426.1
STARLINK-4037,52663,2022-08-04 02:03:00,33.5,547.7
STARLINK-3989,52630,2022-08-04 08:11:00,33.5,543.3
OP1 (TYVAK-0820),52741,2022-08-04 06:03:00,33.5,540.0
STARLINK-3979,52608,2022-08-04 01:05:00,33.4,541.8
STARLINK-3973,52645,2022-08-04 22:18:00,33.4,427.4
STARLINK-3963,52643,2022-08-04 22:19:00,33.4,426.3
STARLINK-4001,52628,2022-08-04 09:10:00,33.4,543.0
TBA - TO BE ASSIGNED,82162,2022-08-04 00:51:00,33.4,1088.7
TBA - TO BE ASSIGNED,81745,2022-08-04 18:39:00,33.4,800.6
STARLINK-3832,52646,2022-08-04 22:18:00,33.4,422.6
TBA - TO BE ASSIGNED,85283,2022-08-04 03:22:00,33.4,693.9
TBA - TO BE ASSIGNED,82381,2022-08-04 11:47:00,33.4,773.7
STARLINK-4130,53263,2022-08-04 05:44:00,33.4,358.4
STARLINK-3979,52608,2022-08-04 01:04:00,33.4,542.4
TBA - TO BE ASSIGNED,270231,2022-08-04 01:27:00,33.3,732.0
TBA - TO BE ASSIGNED,81745,2022-08-04 06:17:00,33.3,792.7
STARLINK-4130,53263,2022-08-04 05:43:00,33.3,354.8
NUSAT-29 (EDITH CLARKE),52764,2022-08-04 06:02:00,33.3,527.7
STARLINK-3854,52648,2022-08-04 22:18:00,33.3,421.2
STARLINK-3971,52642,2022-08-04 08:57:00,33.3,430.2
STARLINK-3961,52637,2022-08-04 08:58:00,33.2,431.3
TBA - TO BE ASSIGNED,270233,2022-08-04 20:14:00,33.2,783.0
STARLINK-4129,53251,2022-08-04 05:45:00,33.2,355.1
TBA - TO BE ASSIGNED,53358,2022-08-04 16:11:00,33.1,350.3
STARLINK-3946,52693,2022-08-04 23:37:00,33.1,545.6
STARLINK-3946,52693,2022-08-04 01:24:00,33.1,545.1
STARLINK-3906,52585,2022-08-04 14:14:00,33.1,542.2
STARLINK-4127,53258,2022-08-04 05:45:00,33.0,355.0
STARLINK-3963,52643,2022-08-04 22:18:00,33.0,425.4
TBA - TO BE ASSIGNED,270020,2022-08-04 23:30:00,33.0,922.2
NUSAT-29 (EDITH CLARKE),52764,2022-08-04 16:33:00,33.0,513.8
TBA - TO BE ASSIGNED,87517,2022-08-04 03:17:00,33.0,571.3
TBA - TO BE ASSIGNED,270069,2022-08-04 07:50:00,32.9,947.2
TBA - TO BE ASSIGNED,89327,2022-08-04 10:36:00,32.9,937.3
STARLINK-3946,52693,2022-08-04 23:36:00,32.9,543.3
OBJECT A,53299,2022-08-04 03:23:00,32.9,510.7
STARLINK-4018,52697,2022-08-04 01:43:00,32.9,545.1
STARLINK-4136,53260,2022-08-04 05:44:00,32.9,358.4
TBA - TO BE ASSIGNED,89171,2022-08-04 01:23:00,32.9,528.5
TBA - TO BE ASSIGNED,81745,2022-08-04 16:56:00,32.9,799.7
TBA - TO BE ASSIGNED,270011,2022-08-04 00:43:00,32.8,1158.4
TBA - TO BE ASSIGNED,270179,2022-08-04 09:17:00,32.8,756.7
STARLINK-4005,52686,2022-08-04 14:26:00,32.8,543.7
STARLINK-4135,53248,2022-08-04 05:46:00,32.8,355.3
STARLINK-4059,53250,2022-08-04 05:46:00,32.8,355.0
TBA - TO BE ASSIGNED,270209,2022-08-04 09:30:00,32.8,781.8
STARLINK-4046,52842,2022-08-04 07:24:00,32.8,465.2
CRS-25,53113,2022-08-04 03:50:00,32.7,417.4
STARLINK-3930,52568,2022-08-04 23:24:00,32.7,544.7
TBA - TO BE ASSIGNED,81678,2022-08-04 02:33:00,32.7,607.7
TBA - TO BE ASSIGNED,85106,2022-08-04 22:27:00,32.7,1003.5
PROGRESS MS-20,52795,2022-08-04 03:50:00,32.7,417.3
H-2A DEB,53328,2022-08-04 05:55:00,32.7,630.3
TBA - TO BE ASSIGNED,270170,2022-08-04 09:50:00,32.7,785.4
FALCON 9 DEB,53238,2022-08-04 13:41:00,32.6,317.2
TBA - TO BE ASSIGNED,81905,2022-08-04 07:42:00,32.6,327.0
TBA - TO BE ASSIGNED,81579,2022-08-04 23:02:00,32.6,902.7
STARLINK-3846,52647,2022-08-04 22:17:00,32.6,421.4
STARLINK-4061,53247,2022-08-04 05:46:00,32.6,356.2
FALCON 9 DEB,53238,2022-08-04 02:08:00,32.5,302.4
OBJECT A,53299,2022-08-04 13:52:00,32.5,515.2
STARLINK-4251,53083,2022-08-04 21:51:00,32.5,417.9
COSMOS 1408 DEB,52810,2022-08-04 21:56:00,32.5,417.7
STARLINK-3973,52645,2022-08-04 22:17:00,32.5,419.7
TBA - TO BE ASSIGNED,270194,2022-08-04 19:29:00,32.4,1122.8
STARLINK-4259,52987,2022-08-04 21:19:00,32.4,422.9
TBA - TO BE ASSIGNED,82739,2022-08-04 21:23:00,32.4,925.0
TBA - TO BE ASSIGNED,82597,2022-08-04 02:54:00,32.4,838.7
TBA - TO BE ASSIGNED,53098,2022-08-04 08:53:00,32.4,467.2
TBA - TO BE ASSIGNED,53361,2022-08-04 16:11:00,32.4,349.9
COSMOS 1408 DEB,52820,2022-08-04 00:29:00,32.4,525.2
STARLINK-4018,52697,2022-08-04 23:56:00,32.4,543.6
STARLINK-4280,53178,2022-08-04 03:43:00,32.4,354.9
TBA - TO BE ASSIGNED,53360,2022-08-04 16:11:00,32.3,351.1
STARLINK-3868,52649,2022-08-04 22:17:00,32.3,421.3
TBA - TO BE ASSIGNED,53357,2022-08-04 16:11:00,32.3,350.1
STARLINK-4132,53252,2022-08-04 05:46:00,32.3,354.9
TBA - TO BE ASSIGNED,53362,2022-08-04 16:11:00,32.3,349.6
TBA - TO BE ASSIGNED,53359,2022-08-04 16:11:00,32.3,351.3
TBA - TO BE ASSIGNED,81995,2022-08-04 09:23:00,32.3,561.6
TBA - TO BE ASSIGNED,81488,2022-08-04 11:46:00,32.3,1024.0
COSMOS 1408 DEB,52810,2022-08-04 10:30:00,32.3,448.5
TBA - TO BE ASSIGNED,81745,2022-08-04 08:00:00,32.3,792.3
STARLINK-3977,52640,2022-08-04 08:59:00,32.3,432.6
OBJECT B,53347,2022-08-04 03:17:00,32.2,506.5
STARLINK-4018,52697,2022-08-04 23:55:00,32.2,542.7
OBJECT C,53348,2022-08-04 03:17:00,32.2,506.3
TBA - TO BE ASSIGNED,89101,2022-08-04 08:29:00,32.2,1185.9
H-2A DEB,53332,2022-08-04 17:29:00,32.2,547.6
COSMOS 1408 DEB,52806,2022-08-04 09:35:00,32.2,425.9
OBJECT D,52788,2022-08-04 17:30:00,32.2,620.6
OBJECT A,53346,2022-08-04 03:17:00,32.2,506.4
OBJECT A,53346,2022-08-04 13:46:00,32.2,507.1
STARLINK-3927,52569,2022-08-04 21:56:00,32.1,543.1
STARLINK-4035,52690,2022-08-04 15:54:00,32.1,542.1
STARLINK-4134,53254,2022-08-04 05:45:00,32.1,355.7
LEMUR 2 KAREN_B,52736,2022-08-04 06:03:00,32.1,537.4
TBA - TO BE ASSIGNED,87203,2022-08-04 17:07:00,32.1,672.9
STARLINK-4015,52616,2022-08-04 00:29:00,32.1,542.6
TBA - TO BE ASSIGNED,53349,2022-08-04 03:17:00,32.1,505.0
TBA - TO BE ASSIGNED,53357,2022-08-04 16:10:00,32.0,351.4
OBJECT B,53347,2022-08-04 13:46:00,32.0,504.2
STARLINK-4047,53243,2022-08-04 05:47:00,32.0,356.8
TBA - TO BE ASSIGNED,53349,2022-08-04 13:46:00,32.0,504.8
TBA - TO BE ASSIGNED,81219,2022-08-04 08:10:00,32.0,958.8
STARLINK-3846,52647,2022-08-04 22:18:00,32.0,425.3
STARLINK-4141,53138,2022-08-04 03:43:00,32.0,355.1
STARLINK-3895,52583,2022-08-04 12:46:00,31.9,543.5
TBA - TO BE ASSIGNED,81552,2022-08-04 02:20:00,31.9,1172.4
STARLINK-3978,52635,2022-08-04 08:58:00,31.9,431.6
STARLINK-4125,53244,2022-08-04 05:46:00,31.9,357.9
OBJECT C,53348,2022-08-04 13:46:00,31.9,504.1
STARLINK-4293,52989,2022-08-04 21:19:00,31.9,423.3
STARLINK-4067,52668,2022-08-04 02:05:00,31.9,545.4
STARLINK-4000,52605,2022-08-04 10:38:00,31.8,544.7
TBA - TO BE ASSIGNED,53363,2022-08-04 16:11:00,31.8,327.5
STARLINK-4286,52990,2022-08-04 21:18:00,31.8,422.5
TBA - TO BE ASSIGNED,81264,2022-08-04 23:42:00,31.8,638.9
TBA - TO BE ASSIGNED,270119,2022-08-04 02:24:00,31.8,917.3
TBA - TO BE ASSIGNED,87884,2022-08-04 17:42:00,31.8,920.0
TBA - TO BE ASSIGNED,82285,2022-08-04 21:27:00,31.8,1072.8
TBA - TO BE ASSIGNED,82187,2022-08-04 23:26:00,31.8,701.1
STARLINK-4285,52991,2022-08-04 21:18:00,31.8,422.9
H-2A DEB,53118,2022-08-04 18:45:00,31.7,553.8
TBA - TO BE ASSIGNED,81402,2022-08-04 22:58:00,31.7,791.7
STARLINK-3992,52627,2022-08-04 09:39:00,31.7,544.6
COSMOS 1408 DEB,52805,2022-08-04 02:33:00,31.7,803.8
STARLINK-4124,53245,2022-08-04 05:47:00,31.7,355.1
OBJECT C,52718,2022-08-04 13:32:00,31.6,878.9
TBA - TO BE ASSIGNED,81775,2022-08-04 17:19:00,31.6,839.4
STARLINK-3979,52608,2022-08-04 23:17:00,31.6,543.6
TBA - TO BE ASSIGNED,85010,2022-08-04 12:58:00,31.6,993.6
TBA - TO BE ASSIGNED,81438,2022-08-04 10:47:00,31.5,1052.8
STARLINK-4128,53249,2022-08-04 05:46:00,31.5,355.1
STARLINK-4269,52992,2022-08-04 21:18:00,31.5,423.2
TBA - TO BE ASSIGNED,270233,2022-08-04 21:53:00,31.5,780.3
TBA - TO BE ASSIGNED,270187,2022-08-04 19:22:00,31.5,753.5
YAOGAN-35 F,52909,2022-08-04 04:12:00,31.5,505.2
TBA - TO BE ASSIGNED,270090,2022-08-04 02:33:00,31.5,754.2
OBJECT H,52792,2022-08-04 04:25:00,31.5,600.2
FLT (TYVAK-0212),52742,2022-08-04 16:28:00,31.3,528.5
COSMOS 1408 DEB,52805,2022-08-04 00:51:00,31.3,784.1
STARLINK-4032,52688,2022-08-04 15:56:00,31.3,541.6
STARLINK-4056,53242,2022-08-04 05:47:00,31.3,358.8
TBA - TO BE ASSIGNED,87656,2022-08-04 07:29:00,31.3,691.8
TBA - TO BE ASSIGNED,270187,2022-08-04 17:40:00,31.2,753.7
DUMMY CUBESAT,52983,2022-08-04 08:41:00,31.2,701.6
OBJECT C,52787,2022-08-04 19:20:00,31.2,617.5
TBA - TO BE ASSIGNED,82912,2022-08-04 03:17:00,31.2,984.7
TBA - TO BE ASSIGNED,89460,2022-08-04 17:29:00,31.2,1111.1
TBA - TO BE ASSIGNED,270036,2022-08-04 13:06:00,31.2,949.8
TBA - TO BE ASSIGNED,270090,2022-08-04 04:12:00,31.2,754.3
STARLINK-4131,53246,2022-08-04 05:47:00,31.2,355.3
YAOGAN-35 D,52907,2022-08-04 04:12:00,31.2,502.9
STARLINK-4251,53083,2022-08-04 21:52:00,31.1,419.1
H-2A DEB,53127,2022-08-04 05:50:00,31.1,638.7
STARLINK-4016,52603,2022-08-04 01:10:00,31.1,542.0
TBA - TO BE ASSIGNED,89005,2022-08-04 04:12:00,31.1,911.1
TBA - TO BE ASSIGNED,81661,2022-08-04 17:21:00,31.1,781.6
TBA - TO BE ASSIGNED,270218,2022-08-04 03:30:00,31.1,879.8
STARLINK-4082,52658,2022-08-04 16:35:00,31.1,542.5
STARLINK-4036,52837,2022-08-04 07:21:00,31.1,464.3
TBA - TO BE ASSIGNED,82915,2022-08-04 03:59:00,31.1,631.0
H-2A DEB,53326,2022-08-04 18:38:00,31.1,512.5
TBA - TO BE ASSIGNED,81228,2022-08-04 12:05:00,31.0,880.2
TBA - TO BE ASSIGNED,85210,2022-08-04 17:24:00,31.0,1175.4
FREGAT DEB,52953,2022-08-04 17:22:00,31.0,904.3
STARLINK-4056,53242,2022-08-04 05:46:00,31.0,357.0
TBA - TO BE ASSIGNED,87845,2022-08-04 09:21:00,31.0,927.2
TBA - TO BE ASSIGNED,270269,2022-08-04 23:43:00,31.0,1119.0
STARLINK-4293,52989,2022-08-04 21:18:00,31.0,420.9
TBA - TO BE ASSIGNED,81037,2022-08-04 23:24:00,30.9,482.8
TBA - TO BE ASSIGNED,81392,2022-08-04 01:16:00,30.9,1025.7
TBA - TO BE ASSIGNED,82642,2022-08-04 16:57:00,30.9,926.9
TBA - TO BE ASSIGNED,270043,2022-08-04 02:52:00,30.9,1081.5
STARLINK-4074,52678,2022-08-04 23:32:00,30.9,543.3
TBA - TO BE ASSIGNED,85210,2022-08-04 05:45:00,30.9,937.2
STARLINK-4084,52657,2022-08-04 16:35:00,30.9,545.1
TBA - TO BE ASSIGNED,82729,2022-08-04 12:12:00,30.8,969.0
TBA - TO BE ASSIGNED,87305,2022-08-04 01:07:00,30.8,693.2
TBA - TO BE ASSIGNED,81301,2022-08-04 06:34:00,30.8,1053.8
TBA - TO BE ASSIGNED,81521,2022-08-04 22:14:00,30.8,679.3
OBJECT A,52716,2022-08-04 13:31:00,30.8,876.6
TBA - TO BE ASSIGNED,82381,2022-08-04 10:08:00,30.8,774.1
OBJECT J,52793,2022-08-04 02:36:00,30.8,600.2
STARLINK-3960,52659,2022-08-04 16:37:00,30.7,542.3
TBA - TO BE ASSIGNED,87764,2022-08-04 11:20:00,30.7,721.1
TBA - TO BE ASSIGNED,82893,2022-08-04 02:46:00,30.7,887.8
TBA - TO BE ASSIGNED,270022,2022-08-04 00:00:00,30.7,1170.0
H-2A DEB,53330,2022-08-04 18:42:00,30.7,579.0
H-2A DEB,53115,2022-08-04 18:45:00,30.6,519.4
TBA - TO BE ASSIGNED,87280,2022-08-04 20:09:00,30.6,1176.7
TBA - TO BE ASSIGNED,270033,2022-08-04 20:05:00,30.6,602.3
TBA - TO BE ASSIGNED,87642,2022-08-04 01:04:00,30.6,604.1
TBA - TO BE ASSIGNED,87214,2022-08-04 12:21:00,30.5,916.1
TBA - TO BE ASSIGNED,84136,2022-08-04 14:44:00,30.5,1144.0
TBA - TO BE ASSIGNED,53326,2022-08-04 18:39:00,30.4,515.9
STARLINK-3983,52618,2022-08-04 22:35:00,30.4,544.6
YAOGAN-35 E,52908,2022-08-04 00:45:00,30.4,497.9
H-2A DEB,53342,2022-08-04 18:43:00,30.3,584.8
YAOGAN-35 F,52909,2022-08-04 00:51:00,30.3,503.3
TBA - TO BE ASSIGNED,87397,2022-08-04 06:02:00,30.3,659.8
TBA - TO BE ASSIGNED,81301,2022-08-04 19:55:00,30.3,951.9
TBA - TO BE ASSIGNED,53099,2022-08-04 09:36:00,30.3,439.5
SBUDNIC,52774,2022-08-04 17:39:00,30.3,522.8
STARLINK-4362,53043,2022-08-04 09:25:00,30.2,419.3
TBA - TO BE ASSIGNED,81036,2022-08-04 05:42:00,30.2,1036.1
STARLINK-3934,52675,2022-08-04 23:31:00,30.2,543.3
TBA - TO BE ASSIGNED,270051,2022-08-04 07:25:00,30.2,659.9
COSMOS 1408 DEB,52806,2022-08-04 21:00:00,30.2,437.7
TBA - TO BE ASSIGNED,87256,2022-08-04 14:56:00,30.2,897.3
FALCON 9 DEB,53237,2022-08-04 13:44:00,30.2,318.9
STARLINK-4019,52598,2022-08-04 09:04:00,30.2,542.8
H-2A DEB,53337,2022-08-04 07:13:00,30.2,517.5
STARLINK-4034,52700,2022-08-04 01:49:00,30.2,545.4
FOSSASAT2E12,52773,2022-08-04 06:08:00,30.2,536.8
TBA - TO BE ASSIGNED,270209,2022-08-04 11:10:00,30.1,782.1
STARLINK-3910,52586,2022-08-04 14:20:00,30.1,541.5
TBA - TO BE ASSIGNED,81798,2022-08-04 15:11:00,30.1,699.6
OBJECT A,53316,2022-08-04 02:48:00,30.1,496.1
TBA - TO BE ASSIGNED,81418,2022-08-04 20:06:00,30.1,1101.9
OBJECT B,53300,2022-08-04 13:49:00,30.1,513.1
TBA - TO BE ASSIGNED,89048,2022-08-04 16:10:00,30.1,669.7
STARLINK-4033,52702,2022-08-04 23:50:00,30.1,542.9
TBA - TO BE ASSIGNED,270179,2022-08-04 07:38:00,30.1,755.0
TBA - TO BE ASSIGNED,270052,2022-08-04 08:24:00,30.0,602.4
OBJECT C,53301,2022-08-04 13:49:00,30.0,513.2
H-2A DEB,53325,2022-08-04 18:41:00,30.0,561.7
STARLINK-4079,52666,2022-08-04 00:32:00,30.0,543.6
